"","comuna","region","codigo_comuna","oportunidad_comuna","oportunidad_region","oportunidad_pais","semana","dia"
"7003","Litueche","O’Higgins",6203,NA,0.667574931880109,0.698237885462555,37,2020-09-09
"7004","Lolol","O’Higgins",6304,NA,0.667574931880109,0.698237885462555,37,2020-09-09
"7005","Machali","O’Higgins",6108,0.631578947368421,0.667574931880109,0.698237885462555,37,2020-09-09
"7006","Malloa","O’Higgins",6109,0.8,0.667574931880109,0.698237885462555,37,2020-09-09
"7007","Marchihue","O’Higgins",6204,0.666666666666667,0.667574931880109,0.698237885462555,37,2020-09-09
"7008","Mostazal","O’Higgins",6110,0.8,0.667574931880109,0.698237885462555,37,2020-09-09
"7009","Nancagua","O’Higgins",6305,0.333333333333333,0.667574931880109,0.698237885462555,37,2020-09-09
"7010","Navidad","O’Higgins",6205,1,0.667574931880109,0.698237885462555,37,2020-09-09
"7011","Olivar","O’Higgins",6111,0,0.667574931880109,0.698237885462555,37,2020-09-09
"7012","Palmilla","O’Higgins",6306,0.333333333333333,0.667574931880109,0.698237885462555,37,2020-09-09
"7013","Paredones","O’Higgins",6206,NA,0.667574931880109,0.698237885462555,37,2020-09-09
"7014","Peralillo","O’Higgins",6307,0.4,0.667574931880109,0.698237885462555,37,2020-09-09
"7015","Peumo","O’Higgins",6112,0.714285714285714,0.667574931880109,0.698237885462555,37,2020-09-09
"7016","Pichidegua","O’Higgins",6113,0.727272727272727,0.667574931880109,0.698237885462555,37,2020-09-09
"7017","Pichilemu","O’Higgins",6201,1,0.667574931880109,0.698237885462555,37,2020-09-09
"7018","Placilla","O’Higgins",6308,0.555555555555556,0.667574931880109,0.698237885462555,37,2020-09-09
"7019","Pumanque","O’Higgins",6309,NA,0.667574931880109,0.698237885462555,37,2020-09-09
"7020","Quinta de Tilcoco","O’Higgins",6114,0.75,0.667574931880109,0.698237885462555,37,2020-09-09
"7021","Rancagua","O’Higgins",6101,0.796875,0.667574931880109,0.698237885462555,37,2020-09-09
"7022","Rengo","O’Higgins",6115,0.666666666666667,0.667574931880109,0.698237885462555,37,2020-09-09
"7023","Requinoa","O’Higgins",6116,0.25,0.667574931880109,0.698237885462555,37,2020-09-09
"7024","San Fernando","O’Higgins",6301,0.648648648648649,0.667574931880109,0.698237885462555,37,2020-09-09
"7025","San Vicente","O’Higgins",6117,0.5,0.667574931880109,0.698237885462555,37,2020-09-09
"7026","Santa Cruz","O’Higgins",6310,0.681818181818182,0.667574931880109,0.698237885462555,37,2020-09-09
"7027","Desconocido O’Higgins","O’Higgins",0,NA,0.667574931880109,0.698237885462555,37,2020-09-09
"7028","Alto Hospicio","Tarapacá",1107,0.571428571428571,0.601503759398496,0.698237885462555,37,2020-09-09
"7029","Camina","Tarapacá",1402,NA,0.601503759398496,0.698237885462555,37,2020-09-09
"7030","Colchane","Tarapacá",1403,NA,0.601503759398496,0.698237885462555,37,2020-09-09
"7031","Huara","Tarapacá",1404,1,0.601503759398496,0.698237885462555,37,2020-09-09
"7032","Iquique","Tarapacá",1101,0.614285714285714,0.601503759398496,0.698237885462555,37,2020-09-09
"7033","Pica","Tarapacá",1405,NA,0.601503759398496,0.698237885462555,37,2020-09-09
"7034","Pozo Almonte","Tarapacá",1401,0.6,0.601503759398496,0.698237885462555,37,2020-09-09
"7035","Desconocido Tarapaca","Tarapacá",0,NA,0.601503759398496,0.698237885462555,37,2020-09-09
"7036","Algarrobo","Valparaíso",5602,0,0.621376811594203,0.698237885462555,37,2020-09-09
"7037","Cabildo","Valparaíso",5402,0.5,0.621376811594203,0.698237885462555,37,2020-09-09
"7038","Calera","Valparaíso",5502,0.529411764705882,0.621376811594203,0.698237885462555,37,2020-09-09
"7039","Calle Larga","Valparaíso",5302,NA,0.621376811594203,0.698237885462555,37,2020-09-09
"7040","Cartagena","Valparaíso",5603,0,0.621376811594203,0.698237885462555,37,2020-09-09
"7041","Casablanca","Valparaíso",5102,0.583333333333333,0.621376811594203,0.698237885462555,37,2020-09-09
"7042","Catemu","Valparaíso",5702,0.727272727272727,0.621376811594203,0.698237885462555,37,2020-09-09
"7043","Concon","Valparaíso",5103,0.714285714285714,0.621376811594203,0.698237885462555,37,2020-09-09
"7044","El Quisco","Valparaíso",5604,0.777777777777778,0.621376811594203,0.698237885462555,37,2020-09-09
"7045","El Tabo","Valparaíso",5605,0.571428571428571,0.621376811594203,0.698237885462555,37,2020-09-09
"7046","Hijuelas","Valparaíso",5503,0.9,0.621376811594203,0.698237885462555,37,2020-09-09
"7047","Isla de Pascua","Valparaíso",5201,0,0.621376811594203,0.698237885462555,37,2020-09-09
"7048","Juan Fernandez","Valparaíso",5104,NA,0.621376811594203,0.698237885462555,37,2020-09-09
"7049","La Cruz","Valparaíso",5504,0.833333333333333,0.621376811594203,0.698237885462555,37,2020-09-09
"7050","La Ligua","Valparaíso",5401,0.777777777777778,0.621376811594203,0.698237885462555,37,2020-09-09
"7051","Limache","Valparaíso",5802,0.25,0.621376811594203,0.698237885462555,37,2020-09-09
"7052","Llaillay","Valparaíso",5703,0.5,0.621376811594203,0.698237885462555,37,2020-09-09
"7053","Los Andes","Valparaíso",5301,0.764705882352941,0.621376811594203,0.698237885462555,37,2020-09-09
"7054","Nogales","Valparaíso",5506,0.6875,0.621376811594203,0.698237885462555,37,2020-09-09
"7055","Olmue","Valparaíso",5803,0.5,0.621376811594203,0.698237885462555,37,2020-09-09
"7056","Panquehue","Valparaíso",5704,NA,0.621376811594203,0.698237885462555,37,2020-09-09
"7057","Papudo","Valparaíso",5403,0.833333333333333,0.621376811594203,0.698237885462555,37,2020-09-09
"7058","Petorca","Valparaíso",5404,0,0.621376811594203,0.698237885462555,37,2020-09-09
"7059","Puchuncavi","Valparaíso",5105,1,0.621376811594203,0.698237885462555,37,2020-09-09
"7060","Putaendo","Valparaíso",5705,1,0.621376811594203,0.698237885462555,37,2020-09-09
"7061","Quillota","Valparaíso",5501,0.705882352941177,0.621376811594203,0.698237885462555,37,2020-09-09
"7062","Quilpue","Valparaíso",5801,0.531645569620253,0.621376811594203,0.698237885462555,37,2020-09-09
"7063","Quintero","Valparaíso",5107,0.333333333333333,0.621376811594203,0.698237885462555,37,2020-09-09
"7064","Rinconada","Valparaíso",5303,NA,0.621376811594203,0.698237885462555,37,2020-09-09
"7065","San Antonio","Valparaíso",5601,0.478260869565217,0.621376811594203,0.698237885462555,37,2020-09-09
"7066","San Esteban","Valparaíso",5304,1,0.621376811594203,0.698237885462555,37,2020-09-09
"7067","San Felipe","Valparaíso",5701,0.842105263157895,0.621376811594203,0.698237885462555,37,2020-09-09
"7068","Santa Maria","Valparaíso",5706,1,0.621376811594203,0.698237885462555,37,2020-09-09
"7069","Santo Domingo","Valparaíso",5606,0.5,0.621376811594203,0.698237885462555,37,2020-09-09
"7070","Valparaiso","Valparaíso",5101,0.573333333333333,0.621376811594203,0.698237885462555,37,2020-09-09
"7071","Villa Alemana","Valparaíso",5804,0.842105263157895,0.621376811594203,0.698237885462555,37,2020-09-09
"7072","Vina del Mar","Valparaíso",5109,0.605504587155963,0.621376811594203,0.698237885462555,37,2020-09-09
"7073","Zapallar","Valparaíso",5405,0.5,0.621376811594203,0.698237885462555,37,2020-09-09
"7074","Desconocido Valparaiso","Valparaíso",0,NA,0.621376811594203,0.698237885462555,37,2020-09-09
"7075","Bulnes","Ñuble",16102,0.769230769230769,0.763358778625954,0.698237885462555,37,2020-09-09
"7076","Chillan","Ñuble",16101,0.688679245283019,0.763358778625954,0.698237885462555,37,2020-09-09
"7077","Chillan Viejo","Ñuble",16103,0.727272727272727,0.763358778625954,0.698237885462555,37,2020-09-09
"7078","Cobquecura","Ñuble",16202,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7079","Coelemu","Ñuble",16203,0.75,0.763358778625954,0.698237885462555,37,2020-09-09
"7080","Coihueco","Ñuble",16302,0.958333333333333,0.763358778625954,0.698237885462555,37,2020-09-09
"7081","El Carmen","Ñuble",16104,0.888888888888889,0.763358778625954,0.698237885462555,37,2020-09-09
"7082","Ninhue","Ñuble",16204,0.5,0.763358778625954,0.698237885462555,37,2020-09-09
"7083","Niquen","Ñuble",16303,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7084","Pemuco","Ñuble",16105,0.4,0.763358778625954,0.698237885462555,37,2020-09-09
"7085","Pinto","Ñuble",16106,0.875,0.763358778625954,0.698237885462555,37,2020-09-09
"7086","Portezuelo","Ñuble",16205,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7087","Quillon","Ñuble",16107,0.909090909090909,0.763358778625954,0.698237885462555,37,2020-09-09
"7088","Quirihue","Ñuble",16201,0.5,0.763358778625954,0.698237885462555,37,2020-09-09
"7089","Ranquil","Ñuble",16206,0,0.763358778625954,0.698237885462555,37,2020-09-09
"7090","San Carlos","Ñuble",16301,0.909090909090909,0.763358778625954,0.698237885462555,37,2020-09-09
"7091","San Fabian","Ñuble",16304,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7092","San Ignacio","Ñuble",16108,0.928571428571429,0.763358778625954,0.698237885462555,37,2020-09-09
"7093","San Nicolas","Ñuble",16305,0.454545454545455,0.763358778625954,0.698237885462555,37,2020-09-09
"7094","Treguaco","Ñuble",16207,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7095","Yungay","Ñuble",16109,1,0.763358778625954,0.698237885462555,37,2020-09-09
"7096","Desconocido Nuble","Ñuble",0,NA,0.763358778625954,0.698237885462555,37,2020-09-09
"7097","Antofagasta","Antofagasta",2101,0.73972602739726,0.682242990654206,0.604288499025341,38,2020-09-16
"7098","Calama","Antofagasta",2201,0.551724137931034,0.682242990654206,0.604288499025341,38,2020-09-16
"7099","Maria Elena","Antofagasta",2302,NA,0.682242990654206,0.604288499025341,38,2020-09-16
"7100","Mejillones","Antofagasta",2102,1,0.682242990654206,0.604288499025341,38,2020-09-16
"7101","Ollague","Antofagasta",2202,NA,0.682242990654206,0.604288499025341,38,2020-09-16
"7102","San Pedro de Atacama","Antofagasta",2203,NA,0.682242990654206,0.604288499025341,38,2020-09-16
"7103","Sierra Gorda","Antofagasta",2103,1,0.682242990654206,0.604288499025341,38,2020-09-16
"7104","Taltal","Antofagasta",2104,0,0.682242990654206,0.604288499025341,38,2020-09-16
"7105","Tocopilla","Antofagasta",2301,0,0.682242990654206,0.604288499025341,38,2020-09-16
"7106","Desconocido Antofagasta","Antofagasta",0,NA,0.682242990654206,0.604288499025341,38,2020-09-16
"7107","Angol","Araucanía",9201,0.6,0.413654618473896,0.604288499025341,38,2020-09-16
"7108","Carahue","Araucanía",9102,0.615384615384615,0.413654618473896,0.604288499025341,38,2020-09-16
"7109","Cholchol","Araucanía",9121,0.4,0.413654618473896,0.604288499025341,38,2020-09-16
"7110","Collipulli","Araucanía",9202,0.25,0.413654618473896,0.604288499025341,38,2020-09-16
"7111","Cunco","Araucanía",9103,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7112","Curacautin","Araucanía",9203,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7113","Curarrehue","Araucanía",9104,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7114","Ercilla","Araucanía",9204,0.260869565217391,0.413654618473896,0.604288499025341,38,2020-09-16
"7115","Freire","Araucanía",9105,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7116","Galvarino","Araucanía",9106,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7117","Gorbea","Araucanía",9107,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7118","Lautaro","Araucanía",9108,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7119","Loncoche","Araucanía",9109,0.111111111111111,0.413654618473896,0.604288499025341,38,2020-09-16
"7120","Lonquimay","Araucanía",9205,0.615384615384615,0.413654618473896,0.604288499025341,38,2020-09-16
"7121","Los Sauces","Araucanía",9206,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7122","Lumaco","Araucanía",9207,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7123","Melipeuco","Araucanía",9110,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7124","Nueva Imperial","Araucanía",9111,0.5,0.413654618473896,0.604288499025341,38,2020-09-16
"7125","Padre Las Casas","Araucanía",9112,0.4375,0.413654618473896,0.604288499025341,38,2020-09-16
"7126","Perquenco","Araucanía",9113,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7127","Pitrufquen","Araucanía",9114,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7128","Pucon","Araucanía",9115,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7129","Puren","Araucanía",9208,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7130","Renaico","Araucanía",9209,0.8,0.413654618473896,0.604288499025341,38,2020-09-16
"7131","Saavedra","Araucanía",9116,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7132","Temuco","Araucanía",9101,0.472727272727273,0.413654618473896,0.604288499025341,38,2020-09-16
"7133","Teodoro Schmidt","Araucanía",9117,0.294117647058824,0.413654618473896,0.604288499025341,38,2020-09-16
"7134","Tolten","Araucanía",9118,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7135","Traiguen","Araucanía",9210,0,0.413654618473896,0.604288499025341,38,2020-09-16
"7136","Victoria","Araucanía",9211,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7137","Vilcun","Araucanía",9119,1,0.413654618473896,0.604288499025341,38,2020-09-16
"7138","Villarrica","Araucanía",9120,0.153846153846154,0.413654618473896,0.604288499025341,38,2020-09-16
"7139","Desconocido Araucania","Araucanía",0,NA,0.413654618473896,0.604288499025341,38,2020-09-16
"7140","Arica","Arica y Parinacota",15101,0.558139534883721,0.561538461538462,0.604288499025341,38,2020-09-16
"7141","Camarones","Arica y Parinacota",15102,0,0.561538461538462,0.604288499025341,38,2020-09-16
"7142","General Lagos","Arica y Parinacota",15202,NA,0.561538461538462,0.604288499025341,38,2020-09-16
"7143","Putre","Arica y Parinacota",15201,NA,0.561538461538462,0.604288499025341,38,2020-09-16
"7144","Desconocido Arica y Parinacota","Arica y Parinacota",0,NA,0.561538461538462,0.604288499025341,38,2020-09-16
"7145","Alto del Carmen","Atacama",3302,0.5,0.72,0.604288499025341,38,2020-09-16
"7146","Caldera","Atacama",3102,0.545454545454545,0.72,0.604288499025341,38,2020-09-16
"7147","Chanaral","Atacama",3201,0.875,0.72,0.604288499025341,38,2020-09-16
"7148","Copiapo","Atacama",3101,0.653846153846154,0.72,0.604288499025341,38,2020-09-16
"7149","Diego de Almagro","Atacama",3202,1,0.72,0.604288499025341,38,2020-09-16
"7150","Freirina","Atacama",3303,1,0.72,0.604288499025341,38,2020-09-16
"7151","Huasco","Atacama",3304,1,0.72,0.604288499025341,38,2020-09-16
"7152","Tierra Amarilla","Atacama",3103,1,0.72,0.604288499025341,38,2020-09-16
"7153","Vallenar","Atacama",3301,0.714285714285714,0.72,0.604288499025341,38,2020-09-16
"7154","Desconocido Atacama","Atacama",0,NA,0.72,0.604288499025341,38,2020-09-16
"7155","Aysén","Aysén",11201,0.666666666666667,0.682926829268293,0.604288499025341,38,2020-09-16
"7156","Chile Chico","Aysén",11401,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7157","Cisnes","Aysén",11202,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7158","Cochrane","Aysén",11301,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7159","Coyhaique","Aysén",11101,0.684210526315789,0.682926829268293,0.604288499025341,38,2020-09-16
"7160","Guaitecas","Aysén",11203,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7161","Lago Verde","Aysén",11102,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7162","OHiggins","Aysén",11302,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7163","Rio Ibanez","Aysén",11402,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7164","Tortel","Aysén",11303,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7165","Desconocido Aysen","Aysén",0,NA,0.682926829268293,0.604288499025341,38,2020-09-16
"7166","Alto Biobio","Biobío",8314,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7167","Antuco","Biobío",8302,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7168","Arauco","Biobío",8202,0.916666666666667,0.696390658174098,0.604288499025341,38,2020-09-16
"7169","Cabrero","Biobío",8303,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7170","Canete","Biobío",8203,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7171","Chiguayante","Biobío",8103,0.523809523809524,0.696390658174098,0.604288499025341,38,2020-09-16
"7172","Concepcion","Biobío",8101,0.591549295774648,0.696390658174098,0.604288499025341,38,2020-09-16
"7173","Contulmo","Biobío",8204,0.666666666666667,0.696390658174098,0.604288499025341,38,2020-09-16
"7174","Coronel","Biobío",8102,0.682352941176471,0.696390658174098,0.604288499025341,38,2020-09-16
"7175","Curanilahue","Biobío",8205,0.678571428571429,0.696390658174098,0.604288499025341,38,2020-09-16
"7176","Florida","Biobío",8104,0.75,0.696390658174098,0.604288499025341,38,2020-09-16
"7177","Hualpen","Biobío",8112,0.588235294117647,0.696390658174098,0.604288499025341,38,2020-09-16
"7178","Hualqui","Biobío",8105,0.8,0.696390658174098,0.604288499025341,38,2020-09-16
"7179","Laja","Biobío",8304,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7180","Lebu","Biobío",8201,0.772727272727273,0.696390658174098,0.604288499025341,38,2020-09-16
"7181","Los Alamos","Biobío",8206,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7182","Los Angeles","Biobío",8301,0.870967741935484,0.696390658174098,0.604288499025341,38,2020-09-16
"7183","Lota","Biobío",8106,0.541666666666667,0.696390658174098,0.604288499025341,38,2020-09-16
"7184","Mulchen","Biobío",8305,0.833333333333333,0.696390658174098,0.604288499025341,38,2020-09-16
"7185","Nacimiento","Biobío",8306,0.5,0.696390658174098,0.604288499025341,38,2020-09-16
"7186","Negrete","Biobío",8307,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7187","Penco","Biobío",8107,0.333333333333333,0.696390658174098,0.604288499025341,38,2020-09-16
"7188","Quilaco","Biobío",8308,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7189","Quilleco","Biobío",8309,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7190","San Pedro de la Paz","Biobío",8108,0.757575757575758,0.696390658174098,0.604288499025341,38,2020-09-16
"7191","San Rosendo","Biobío",8310,1,0.696390658174098,0.604288499025341,38,2020-09-16
"7192","Santa Barbara","Biobío",8311,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7193","Santa Juana","Biobío",8109,0.714285714285714,0.696390658174098,0.604288499025341,38,2020-09-16
"7194","Talcahuano","Biobío",8110,0.702702702702703,0.696390658174098,0.604288499025341,38,2020-09-16
"7195","Tirua","Biobío",8207,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7196","Tome","Biobío",8111,0.84375,0.696390658174098,0.604288499025341,38,2020-09-16
"7197","Tucapel","Biobío",8312,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7198","Yumbel","Biobío",8313,0.5,0.696390658174098,0.604288499025341,38,2020-09-16
"7199","Desconocido Biobio","Biobío",0,NA,0.696390658174098,0.604288499025341,38,2020-09-16
"7200","Andacollo","Coquimbo",4103,0.5,0.567796610169492,0.604288499025341,38,2020-09-16
"7201","Canela","Coquimbo",4202,1,0.567796610169492,0.604288499025341,38,2020-09-16
"7202","Combarbala","Coquimbo",4302,0.5,0.567796610169492,0.604288499025341,38,2020-09-16
"7203","Coquimbo","Coquimbo",4102,0.638888888888889,0.567796610169492,0.604288499025341,38,2020-09-16
"7204","Illapel","Coquimbo",4201,0,0.567796610169492,0.604288499025341,38,2020-09-16
"7205","La Higuera","Coquimbo",4104,NA,0.567796610169492,0.604288499025341,38,2020-09-16
"7206","La Serena","Coquimbo",4101,0.67741935483871,0.567796610169492,0.604288499025341,38,2020-09-16
"7207","Los Vilos","Coquimbo",4203,0.5,0.567796610169492,0.604288499025341,38,2020-09-16
"7208","Monte Patria","Coquimbo",4303,0.8,0.567796610169492,0.604288499025341,38,2020-09-16
"7209","Ovalle","Coquimbo",4301,0.444444444444444,0.567796610169492,0.604288499025341,38,2020-09-16
"7210","Paiguano","Coquimbo",4105,0.5,0.567796610169492,0.604288499025341,38,2020-09-16
"7211","Punitaqui","Coquimbo",4304,NA,0.567796610169492,0.604288499025341,38,2020-09-16
"7212","Rio Hurtado","Coquimbo",4305,0,0.567796610169492,0.604288499025341,38,2020-09-16
"7213","Salamanca","Coquimbo",4204,1,0.567796610169492,0.604288499025341,38,2020-09-16
"7214","Vicuna","Coquimbo",4106,0.285714285714286,0.567796610169492,0.604288499025341,38,2020-09-16
"7215","Desconocido Coquimbo","Coquimbo",0,NA,0.567796610169492,0.604288499025341,38,2020-09-16
"7216","Ancud","Los Lagos",10202,1,0.570588235294118,0.604288499025341,38,2020-09-16
"7217","Calbuco","Los Lagos",10102,0.714285714285714,0.570588235294118,0.604288499025341,38,2020-09-16
"7218","Castro","Los Lagos",10201,1,0.570588235294118,0.604288499025341,38,2020-09-16
"7219","Chaiten","Los Lagos",10401,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7220","Chonchi","Los Lagos",10203,1,0.570588235294118,0.604288499025341,38,2020-09-16
"7221","Cochamo","Los Lagos",10103,0,0.570588235294118,0.604288499025341,38,2020-09-16
"7222","Curaco de Velez","Los Lagos",10204,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7223","Dalcahue","Los Lagos",10205,1,0.570588235294118,0.604288499025341,38,2020-09-16
"7224","Fresia","Los Lagos",10104,0.833333333333333,0.570588235294118,0.604288499025341,38,2020-09-16
"7225","Frutillar","Los Lagos",10105,0.818181818181818,0.570588235294118,0.604288499025341,38,2020-09-16
"7226","Futaleufu","Los Lagos",10402,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7227","Hualaihue","Los Lagos",10403,0.5,0.570588235294118,0.604288499025341,38,2020-09-16
"7228","Llanquihue","Los Lagos",10107,0.75,0.570588235294118,0.604288499025341,38,2020-09-16
"7229","Los Muermos","Los Lagos",10106,0.428571428571429,0.570588235294118,0.604288499025341,38,2020-09-16
"7230","Maullin","Los Lagos",10108,0.588235294117647,0.570588235294118,0.604288499025341,38,2020-09-16
"7231","Osorno","Los Lagos",10301,0.402173913043478,0.570588235294118,0.604288499025341,38,2020-09-16
"7232","Palena","Los Lagos",10404,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7233","Puerto Montt","Los Lagos",10101,0.657142857142857,0.570588235294118,0.604288499025341,38,2020-09-16
"7234","Puerto Octay","Los Lagos",10302,0.666666666666667,0.570588235294118,0.604288499025341,38,2020-09-16
"7235","Puerto Varas","Los Lagos",10109,0.5,0.570588235294118,0.604288499025341,38,2020-09-16
"7236","Puqueldon","Los Lagos",10206,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7237","Purranque","Los Lagos",10303,0.636363636363636,0.570588235294118,0.604288499025341,38,2020-09-16
"7238","Puyehue","Los Lagos",10304,1,0.570588235294118,0.604288499025341,38,2020-09-16
"7239","Queilen","Los Lagos",10207,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7240","Quellon","Los Lagos",10208,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7241","Quemchi","Los Lagos",10209,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7242","Quinchao","Los Lagos",10210,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7243","Rio Negro","Los Lagos",10305,0.375,0.570588235294118,0.604288499025341,38,2020-09-16
"7244","San Juan de la Costa","Los Lagos",10306,0.458333333333333,0.570588235294118,0.604288499025341,38,2020-09-16
"7245","San Pablo","Los Lagos",10307,0.333333333333333,0.570588235294118,0.604288499025341,38,2020-09-16
"7246","Desconocido Los Lagos","Los Lagos",0,NA,0.570588235294118,0.604288499025341,38,2020-09-16
"7247","Corral","Los Ríos",14102,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7248","Futrono","Los Ríos",14202,NA,0.924242424242424,0.604288499025341,38,2020-09-16
"7249","La Union","Los Ríos",14201,0.8,0.924242424242424,0.604288499025341,38,2020-09-16
"7250","Lago Ranco","Los Ríos",14203,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7251","Lanco","Los Ríos",14103,0.6,0.924242424242424,0.604288499025341,38,2020-09-16
"7252","Los Lagos","Los Ríos",14104,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7253","Mafil","Los Ríos",14105,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7254","Mariquina","Los Ríos",14106,NA,0.924242424242424,0.604288499025341,38,2020-09-16
"7255","Paillaco","Los Ríos",14107,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7256","Panguipulli","Los Ríos",14108,0.958333333333333,0.924242424242424,0.604288499025341,38,2020-09-16
"7257","Rio Bueno","Los Ríos",14204,1,0.924242424242424,0.604288499025341,38,2020-09-16
"7258","Valdivia","Los Ríos",14101,0.944444444444444,0.924242424242424,0.604288499025341,38,2020-09-16
"7259","Desconocido Los Rios","Los Ríos",0,NA,0.924242424242424,0.604288499025341,38,2020-09-16
"7260","Antartica","Magallanes",12202,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7261","Cabo de Hornos","Magallanes",12201,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7262","Laguna Blanca","Magallanes",12102,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7263","Natales","Magallanes",12401,0.6,0.592948717948718,0.604288499025341,38,2020-09-16
"7264","Porvenir","Magallanes",12301,0.571428571428571,0.592948717948718,0.604288499025341,38,2020-09-16
"7265","Primavera","Magallanes",12302,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7266","Punta Arenas","Magallanes",12101,0.592936802973978,0.592948717948718,0.604288499025341,38,2020-09-16
"7267","Rio Verde","Magallanes",12103,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7268","San Gregorio","Magallanes",12104,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7269","Timaukel","Magallanes",12303,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7270","Torres del Paine","Magallanes",12402,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7271","Desconocido Magallanes","Magallanes",0,NA,0.592948717948718,0.604288499025341,38,2020-09-16
"7272","Cauquenes","Maule",7201,NA,0.72752808988764,0.604288499025341,38,2020-09-16
"7273","Chanco","Maule",7202,0.666666666666667,0.72752808988764,0.604288499025341,38,2020-09-16
"7274","Colbun","Maule",7402,0.5,0.72752808988764,0.604288499025341,38,2020-09-16
"7275","Constitucion","Maule",7102,0.666666666666667,0.72752808988764,0.604288499025341,38,2020-09-16
"7276","Curepto","Maule",7103,0,0.72752808988764,0.604288499025341,38,2020-09-16
"7277","Curico","Maule",7301,0.592592592592593,0.72752808988764,0.604288499025341,38,2020-09-16
"7278","Empedrado","Maule",7104,NA,0.72752808988764,0.604288499025341,38,2020-09-16
"7279","Hualane","Maule",7302,NA,0.72752808988764,0.604288499025341,38,2020-09-16
"7280","Licanten","Maule",7303,1,0.72752808988764,0.604288499025341,38,2020-09-16
"7281","Linares","Maule",7401,0.666666666666667,0.72752808988764,0.604288499025341,38,2020-09-16
"7282","Longavi","Maule",7403,0.727272727272727,0.72752808988764,0.604288499025341,38,2020-09-16
"7283","Maule","Maule",7105,0.653846153846154,0.72752808988764,0.604288499025341,38,2020-09-16
"7284","Molina","Maule",7304,0.818181818181818,0.72752808988764,0.604288499025341,38,2020-09-16
"7285","Parral","Maule",7404,NA,0.72752808988764,0.604288499025341,38,2020-09-16
"7286","Pelarco","Maule",7106,1,0.72752808988764,0.604288499025341,38,2020-09-16
