"","comuna","region","codigo_comuna","oportunidad_comuna","oportunidad_region","oportunidad_pais","semana","dia"
"3536","Chile Chico","Aysén",11401,NA,0.8,0.623554153522608,28,2020-07-08
"3537","Cisnes","Aysén",11202,NA,0.8,0.623554153522608,28,2020-07-08
"3538","Cochrane","Aysén",11301,NA,0.8,0.623554153522608,28,2020-07-08
"3539","Coyhaique","Aysén",11101,1,0.8,0.623554153522608,28,2020-07-08
"3540","Guaitecas","Aysén",11203,NA,0.8,0.623554153522608,28,2020-07-08
"3541","Lago Verde","Aysén",11102,NA,0.8,0.623554153522608,28,2020-07-08
"3542","OHiggins","Aysén",11302,NA,0.8,0.623554153522608,28,2020-07-08
"3543","Rio Ibanez","Aysén",11402,NA,0.8,0.623554153522608,28,2020-07-08
"3544","Tortel","Aysén",11303,NA,0.8,0.623554153522608,28,2020-07-08
"3545","Desconocido Aysen","Aysén",0,0,0.8,0.623554153522608,28,2020-07-08
"3546","Alto Biobio","Biobío",8314,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3547","Antuco","Biobío",8302,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3548","Arauco","Biobío",8202,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3549","Cabrero","Biobío",8303,0.666666666666667,0.767981438515081,0.623554153522608,28,2020-07-08
"3550","Canete","Biobío",8203,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3551","Chiguayante","Biobío",8103,0.72,0.767981438515081,0.623554153522608,28,2020-07-08
"3552","Concepcion","Biobío",8101,0.753846153846154,0.767981438515081,0.623554153522608,28,2020-07-08
"3553","Contulmo","Biobío",8204,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3554","Coronel","Biobío",8102,0.675,0.767981438515081,0.623554153522608,28,2020-07-08
"3555","Curanilahue","Biobío",8205,0.777777777777778,0.767981438515081,0.623554153522608,28,2020-07-08
"3556","Florida","Biobío",8104,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3557","Hualpen","Biobío",8112,0.846153846153846,0.767981438515081,0.623554153522608,28,2020-07-08
"3558","Hualqui","Biobío",8105,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3559","Laja","Biobío",8304,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3560","Lebu","Biobío",8201,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3561","Los Alamos","Biobío",8206,0.666666666666667,0.767981438515081,0.623554153522608,28,2020-07-08
"3562","Los Angeles","Biobío",8301,0.697674418604651,0.767981438515081,0.623554153522608,28,2020-07-08
"3563","Lota","Biobío",8106,0.666666666666667,0.767981438515081,0.623554153522608,28,2020-07-08
"3564","Mulchen","Biobío",8305,0.6,0.767981438515081,0.623554153522608,28,2020-07-08
"3565","Nacimiento","Biobío",8306,0.75,0.767981438515081,0.623554153522608,28,2020-07-08
"3566","Negrete","Biobío",8307,0.666666666666667,0.767981438515081,0.623554153522608,28,2020-07-08
"3567","Penco","Biobío",8107,0.916666666666667,0.767981438515081,0.623554153522608,28,2020-07-08
"3568","Quilaco","Biobío",8308,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3569","Quilleco","Biobío",8309,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3570","San Pedro de la Paz","Biobío",8108,0.846153846153846,0.767981438515081,0.623554153522608,28,2020-07-08
"3571","San Rosendo","Biobío",8310,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3572","Santa Barbara","Biobío",8311,0.6,0.767981438515081,0.623554153522608,28,2020-07-08
"3573","Santa Juana","Biobío",8109,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3574","Talcahuano","Biobío",8110,0.725,0.767981438515081,0.623554153522608,28,2020-07-08
"3575","Tirua","Biobío",8207,NA,0.767981438515081,0.623554153522608,28,2020-07-08
"3576","Tome","Biobío",8111,0.5,0.767981438515081,0.623554153522608,28,2020-07-08
"3577","Tucapel","Biobío",8312,1,0.767981438515081,0.623554153522608,28,2020-07-08
"3578","Yumbel","Biobío",8313,0.833333333333333,0.767981438515081,0.623554153522608,28,2020-07-08
"3579","Desconocido Biobio","Biobío",0,0,0.767981438515081,0.623554153522608,28,2020-07-08
"3580","Andacollo","Coquimbo",4103,NA,0.609665427509294,0.623554153522608,28,2020-07-08
"3581","Canela","Coquimbo",4202,0,0.609665427509294,0.623554153522608,28,2020-07-08
"3582","Combarbala","Coquimbo",4302,1,0.609665427509294,0.623554153522608,28,2020-07-08
"3583","Coquimbo","Coquimbo",4102,0.552845528455285,0.609665427509294,0.623554153522608,28,2020-07-08
"3584","Illapel","Coquimbo",4201,1,0.609665427509294,0.623554153522608,28,2020-07-08
"3585","La Higuera","Coquimbo",4104,NA,0.609665427509294,0.623554153522608,28,2020-07-08
"3586","La Serena","Coquimbo",4101,0.717948717948718,0.609665427509294,0.623554153522608,28,2020-07-08
"3587","Los Vilos","Coquimbo",4203,0.833333333333333,0.609665427509294,0.623554153522608,28,2020-07-08
"3588","Monte Patria","Coquimbo",4303,0.222222222222222,0.609665427509294,0.623554153522608,28,2020-07-08
"3589","Ovalle","Coquimbo",4301,0.580645161290323,0.609665427509294,0.623554153522608,28,2020-07-08
"3590","Paiguano","Coquimbo",4105,NA,0.609665427509294,0.623554153522608,28,2020-07-08
"3591","Punitaqui","Coquimbo",4304,0.666666666666667,0.609665427509294,0.623554153522608,28,2020-07-08
"3592","Rio Hurtado","Coquimbo",4305,NA,0.609665427509294,0.623554153522608,28,2020-07-08
"3593","Salamanca","Coquimbo",4204,0.4,0.609665427509294,0.623554153522608,28,2020-07-08
"3594","Vicuna","Coquimbo",4106,0.5,0.609665427509294,0.623554153522608,28,2020-07-08
"3595","Desconocido Coquimbo","Coquimbo",0,0,0.609665427509294,0.623554153522608,28,2020-07-08
"3596","Ancud","Los Lagos",10202,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3597","Calbuco","Los Lagos",10102,1,0.543778801843318,0.623554153522608,28,2020-07-08
"3598","Castro","Los Lagos",10201,0,0.543778801843318,0.623554153522608,28,2020-07-08
"3599","Chaiten","Los Lagos",10401,0.888888888888889,0.543778801843318,0.623554153522608,28,2020-07-08
"3600","Chonchi","Los Lagos",10203,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3601","Cochamo","Los Lagos",10103,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3602","Curaco de Velez","Los Lagos",10204,1,0.543778801843318,0.623554153522608,28,2020-07-08
"3603","Dalcahue","Los Lagos",10205,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3604","Fresia","Los Lagos",10104,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3605","Frutillar","Los Lagos",10105,1,0.543778801843318,0.623554153522608,28,2020-07-08
"3606","Futaleufu","Los Lagos",10402,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3607","Hualaihue","Los Lagos",10403,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3608","Llanquihue","Los Lagos",10107,1,0.543778801843318,0.623554153522608,28,2020-07-08
"3609","Los Muermos","Los Lagos",10106,0.6,0.543778801843318,0.623554153522608,28,2020-07-08
"3610","Maullin","Los Lagos",10108,0.8,0.543778801843318,0.623554153522608,28,2020-07-08
"3611","Osorno","Los Lagos",10301,0.225806451612903,0.543778801843318,0.623554153522608,28,2020-07-08
"3612","Palena","Los Lagos",10404,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3613","Puerto Montt","Los Lagos",10101,0.654545454545455,0.543778801843318,0.623554153522608,28,2020-07-08
"3614","Puerto Octay","Los Lagos",10302,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3615","Puerto Varas","Los Lagos",10109,0.5,0.543778801843318,0.623554153522608,28,2020-07-08
"3616","Puqueldon","Los Lagos",10206,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3617","Purranque","Los Lagos",10303,0,0.543778801843318,0.623554153522608,28,2020-07-08
"3618","Puyehue","Los Lagos",10304,0,0.543778801843318,0.623554153522608,28,2020-07-08
"3619","Queilen","Los Lagos",10207,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3620","Quellon","Los Lagos",10208,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3621","Quemchi","Los Lagos",10209,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3622","Quinchao","Los Lagos",10210,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3623","Rio Negro","Los Lagos",10305,0.5,0.543778801843318,0.623554153522608,28,2020-07-08
"3624","San Juan de la Costa","Los Lagos",10306,NA,0.543778801843318,0.623554153522608,28,2020-07-08
"3625","San Pablo","Los Lagos",10307,0.5,0.543778801843318,0.623554153522608,28,2020-07-08
"3626","Desconocido Los Lagos","Los Lagos",0,0,0.543778801843318,0.623554153522608,28,2020-07-08
"3627","Corral","Los Ríos",14102,NA,0.875,0.623554153522608,28,2020-07-08
"3628","Futrono","Los Ríos",14202,NA,0.875,0.623554153522608,28,2020-07-08
"3629","La Union","Los Ríos",14201,1,0.875,0.623554153522608,28,2020-07-08
"3630","Lago Ranco","Los Ríos",14203,NA,0.875,0.623554153522608,28,2020-07-08
"3631","Lanco","Los Ríos",14103,NA,0.875,0.623554153522608,28,2020-07-08
"3632","Los Lagos","Los Ríos",14104,NA,0.875,0.623554153522608,28,2020-07-08
"3633","Mafil","Los Ríos",14105,NA,0.875,0.623554153522608,28,2020-07-08
"3634","Mariquina","Los Ríos",14106,NA,0.875,0.623554153522608,28,2020-07-08
"3635","Paillaco","Los Ríos",14107,NA,0.875,0.623554153522608,28,2020-07-08
"3636","Panguipulli","Los Ríos",14108,1,0.875,0.623554153522608,28,2020-07-08
"3637","Rio Bueno","Los Ríos",14204,NA,0.875,0.623554153522608,28,2020-07-08
"3638","Valdivia","Los Ríos",14101,0.916666666666667,0.875,0.623554153522608,28,2020-07-08
"3639","Desconocido Los Rios","Los Ríos",0,0,0.875,0.623554153522608,28,2020-07-08
"3640","Antartica","Magallanes",12202,NA,0.90625,0.623554153522608,28,2020-07-08
"3641","Cabo de Hornos","Magallanes",12201,NA,0.90625,0.623554153522608,28,2020-07-08
"3642","Laguna Blanca","Magallanes",12102,NA,0.90625,0.623554153522608,28,2020-07-08
"3643","Natales","Magallanes",12401,1,0.90625,0.623554153522608,28,2020-07-08
"3644","Porvenir","Magallanes",12301,NA,0.90625,0.623554153522608,28,2020-07-08
"3645","Primavera","Magallanes",12302,NA,0.90625,0.623554153522608,28,2020-07-08
"3646","Punta Arenas","Magallanes",12101,0.903225806451613,0.90625,0.623554153522608,28,2020-07-08
"3647","Rio Verde","Magallanes",12103,NA,0.90625,0.623554153522608,28,2020-07-08
"3648","San Gregorio","Magallanes",12104,NA,0.90625,0.623554153522608,28,2020-07-08
"3649","Timaukel","Magallanes",12303,NA,0.90625,0.623554153522608,28,2020-07-08
"3650","Torres del Paine","Magallanes",12402,0,0.90625,0.623554153522608,28,2020-07-08
"3651","Desconocido Magallanes","Magallanes",0,0,0.90625,0.623554153522608,28,2020-07-08
"3652","Cauquenes","Maule",7201,0.952380952380952,0.799392097264438,0.623554153522608,28,2020-07-08
"3653","Chanco","Maule",7202,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3654","Colbun","Maule",7402,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3655","Constitucion","Maule",7102,0.692307692307692,0.799392097264438,0.623554153522608,28,2020-07-08
"3656","Curepto","Maule",7103,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3657","Curico","Maule",7301,0.774193548387097,0.799392097264438,0.623554153522608,28,2020-07-08
"3658","Empedrado","Maule",7104,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3659","Hualane","Maule",7302,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3660","Licanten","Maule",7303,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3661","Linares","Maule",7401,0.882352941176471,0.799392097264438,0.623554153522608,28,2020-07-08
"3662","Longavi","Maule",7403,0.75,0.799392097264438,0.623554153522608,28,2020-07-08
"3663","Maule","Maule",7105,0.857142857142857,0.799392097264438,0.623554153522608,28,2020-07-08
"3664","Molina","Maule",7304,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3665","Parral","Maule",7404,0.5,0.799392097264438,0.623554153522608,28,2020-07-08
"3666","Pelarco","Maule",7106,0.888888888888889,0.799392097264438,0.623554153522608,28,2020-07-08
"3667","Pelluhue","Maule",7203,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3668","Pencahue","Maule",7107,0.666666666666667,0.799392097264438,0.623554153522608,28,2020-07-08
"3669","Rauco","Maule",7305,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3670","Retiro","Maule",7405,0,0.799392097264438,0.623554153522608,28,2020-07-08
"3671","Rio Claro","Maule",7108,0.5,0.799392097264438,0.623554153522608,28,2020-07-08
"3672","Romeral","Maule",7306,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3673","Sagrada Familia","Maule",7307,0.333333333333333,0.799392097264438,0.623554153522608,28,2020-07-08
"3674","San Clemente","Maule",7109,0.787878787878788,0.799392097264438,0.623554153522608,28,2020-07-08
"3675","San Javier","Maule",7406,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3676","San Rafael","Maule",7110,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3677","Talca","Maule",7101,0.727272727272727,0.799392097264438,0.623554153522608,28,2020-07-08
"3678","Teno","Maule",7308,0.625,0.799392097264438,0.623554153522608,28,2020-07-08
"3679","Vichuquen","Maule",7309,NA,0.799392097264438,0.623554153522608,28,2020-07-08
"3680","Villa Alegre","Maule",7407,0.333333333333333,0.799392097264438,0.623554153522608,28,2020-07-08
"3681","Yerbas Buenas","Maule",7408,1,0.799392097264438,0.623554153522608,28,2020-07-08
"3682","Desconocido Maule","Maule",0,0,0.799392097264438,0.623554153522608,28,2020-07-08
"3683","Alhue","Metropolitana",13502,0.666666666666667,0.588470066518847,0.623554153522608,28,2020-07-08
"3684","Buin","Metropolitana",13402,0.509803921568627,0.588470066518847,0.623554153522608,28,2020-07-08
"3685","Calera de Tango","Metropolitana",13403,0.272727272727273,0.588470066518847,0.623554153522608,28,2020-07-08
"3686","Cerrillos","Metropolitana",13102,0.578947368421053,0.588470066518847,0.623554153522608,28,2020-07-08
"3687","Cerro Navia","Metropolitana",13103,0.390804597701149,0.588470066518847,0.623554153522608,28,2020-07-08
"3688","Colina","Metropolitana",13301,0.608695652173913,0.588470066518847,0.623554153522608,28,2020-07-08
"3689","Conchali","Metropolitana",13104,0.489795918367347,0.588470066518847,0.623554153522608,28,2020-07-08
"3690","Curacavi","Metropolitana",13503,0.68,0.588470066518847,0.623554153522608,28,2020-07-08
"3691","El Bosque","Metropolitana",13105,0.586206896551724,0.588470066518847,0.623554153522608,28,2020-07-08
"3692","El Monte","Metropolitana",13602,0.519230769230769,0.588470066518847,0.623554153522608,28,2020-07-08
"3693","Estacion Central","Metropolitana",13106,0.785046728971963,0.588470066518847,0.623554153522608,28,2020-07-08
"3694","Huechuraba","Metropolitana",13107,0.575342465753425,0.588470066518847,0.623554153522608,28,2020-07-08
"3695","Independencia","Metropolitana",13108,0.724489795918367,0.588470066518847,0.623554153522608,28,2020-07-08
"3696","Isla de Maipo","Metropolitana",13603,0.695652173913043,0.588470066518847,0.623554153522608,28,2020-07-08
"3697","La Cisterna","Metropolitana",13109,0.638888888888889,0.588470066518847,0.623554153522608,28,2020-07-08
"3698","La Florida","Metropolitana",13110,0.594285714285714,0.588470066518847,0.623554153522608,28,2020-07-08
"3699","La Granja","Metropolitana",13111,0.471910112359551,0.588470066518847,0.623554153522608,28,2020-07-08
"3700","La Pintana","Metropolitana",13112,0.648648648648649,0.588470066518847,0.623554153522608,28,2020-07-08
"3701","La Reina","Metropolitana",13113,0.6875,0.588470066518847,0.623554153522608,28,2020-07-08
"3702","Lampa","Metropolitana",13302,0.636363636363636,0.588470066518847,0.623554153522608,28,2020-07-08
"3703","Las Condes","Metropolitana",13114,0.555555555555556,0.588470066518847,0.623554153522608,28,2020-07-08
"3704","Lo Barnechea","Metropolitana",13115,0.238095238095238,0.588470066518847,0.623554153522608,28,2020-07-08
"3705","Lo Espejo","Metropolitana",13116,0.560975609756098,0.588470066518847,0.623554153522608,28,2020-07-08
"3706","Lo Prado","Metropolitana",13117,0.573770491803279,0.588470066518847,0.623554153522608,28,2020-07-08
"3707","Macul","Metropolitana",13118,0.615384615384615,0.588470066518847,0.623554153522608,28,2020-07-08
"3708","Maipu","Metropolitana",13119,0.535483870967742,0.588470066518847,0.623554153522608,28,2020-07-08
"3709","Maria Pinto","Metropolitana",13504,0.4,0.588470066518847,0.623554153522608,28,2020-07-08
"3710","Melipilla","Metropolitana",13501,0.728395061728395,0.588470066518847,0.623554153522608,28,2020-07-08
"3711","Nunoa","Metropolitana",13120,0.642105263157895,0.588470066518847,0.623554153522608,28,2020-07-08
"3712","Padre Hurtado","Metropolitana",13604,0.620689655172414,0.588470066518847,0.623554153522608,28,2020-07-08
"3713","Paine","Metropolitana",13404,0.557692307692308,0.588470066518847,0.623554153522608,28,2020-07-08
"3714","Pedro Aguirre Cerda","Metropolitana",13121,0.539473684210526,0.588470066518847,0.623554153522608,28,2020-07-08
"3715","Penaflor","Metropolitana",13605,0.545454545454545,0.588470066518847,0.623554153522608,28,2020-07-08
"3716","Penalolen","Metropolitana",13122,0.618279569892473,0.588470066518847,0.623554153522608,28,2020-07-08
"3717","Pirque","Metropolitana",13202,0.44,0.588470066518847,0.623554153522608,28,2020-07-08
"3718","Providencia","Metropolitana",13123,0.683333333333333,0.588470066518847,0.623554153522608,28,2020-07-08
"3719","Pudahuel","Metropolitana",13124,0.653846153846154,0.588470066518847,0.623554153522608,28,2020-07-08
"3720","Puente Alto","Metropolitana",13201,0.579268292682927,0.588470066518847,0.623554153522608,28,2020-07-08
"3721","Quilicura","Metropolitana",13125,0.513761467889908,0.588470066518847,0.623554153522608,28,2020-07-08
"3722","Quinta Normal","Metropolitana",13126,0.666666666666667,0.588470066518847,0.623554153522608,28,2020-07-08
"3723","Recoleta","Metropolitana",13127,0.458333333333333,0.588470066518847,0.623554153522608,28,2020-07-08
"3724","Renca","Metropolitana",13128,0.602150537634409,0.588470066518847,0.623554153522608,28,2020-07-08
"3725","San Bernardo","Metropolitana",13401,0.579207920792079,0.588470066518847,0.623554153522608,28,2020-07-08
"3726","San Joaquin","Metropolitana",13129,0.662921348314607,0.588470066518847,0.623554153522608,28,2020-07-08
"3727","San Jose de Maipo","Metropolitana",13203,0.75,0.588470066518847,0.623554153522608,28,2020-07-08
"3728","San Miguel","Metropolitana",13130,0.607142857142857,0.588470066518847,0.623554153522608,28,2020-07-08
"3729","San Pedro","Metropolitana",13505,0.636363636363636,0.588470066518847,0.623554153522608,28,2020-07-08
"3730","San Ramon","Metropolitana",13131,0.571428571428571,0.588470066518847,0.623554153522608,28,2020-07-08
